4.643908529123651,3.6,2.04
3.52,3.52,2.0
4.558444878661165,3.64,2.0
3.52,3.68,1.88
3.4,3.64,2.0
3.36,3.64,1.92
3.36,3.6,1.96
3.4,3.68,1.96
3.36,3.56,1.92
3.28,3.6,2.04
3.48,3.6,1.92
3.36,3.6,1.92
3.4,3.56,1.96
3.36,3.56,1.88
3.52,3.64,1.92
3.36,3.64,1.88
3.4,3.64,1.96
3.4,3.6,1.96
3.4,3.64,1.88
3.36,3.56,1.76
3.36,3.68,1.56
3.44,3.56,1.4
0.9605683010499195,3.6,1.24
3.4,3.56,0.92
-2.7497149740720612,3.68,0.84
-3.7947805769778835,3.64,0.64
-4.998788615843422,3.64,0.48
-4.850597564180999,3.56,0.32
2.72,3.12,0.12
2.4,2.52,-0.08
10.439272172669952,2.12,-0.28
9.892439026146052,1.56,-0.48
7.524903705995415,1.04,-0.6
0.24,0.6,-0.72
-0.28,0.12,-0.8
-0.64,-0.44,-0.88
-1.12,-0.84,-0.8
7.079272172669951,-1.24,-0.8
5.294906989578566,-1.68,-0.72
5.801865934241322,-2.08,-0.72
5.8792721726699515,-2.56,-0.56
5.012902207790477,-3.04,-0.52
3.6422714287590896,-3.36,-0.52
5.999272172669951,-3.6,-0.48
-2.52,-3.64,-0.48
-2.16,-3.64,-0.44
-1.92,-3.64,-0.32
-1.68,-3.56,-0.28
5.853570126642909,-3.28,-0.12
7.22245761853212,-2.96,-0.16
9.016753552270005,-2.68,-0.04
8.119272172669952,-2.28,0.04
9.916684541517997,-1.96,0.04
10.22346321805678,-1.64,0.28
9.312227816202538,-1.44,0.32
8.500491874842327,-1.24,0.44
7.387500570030328,-1.04,0.56
0.8,-0.76,0.52
0.96,-0.48,0.64
1.16,-0.16,0.72
1.4,0.08,0.72
-0.5051450905347803,0.32,0.84
1.84,0.6,0.92
-0.76270559678842,0.88,1.04
2.36,1.2,1.12
2.56,1.44,1.12
2.72,1.72,1.08
2.92,2.0,1.12
4.55081327195869,2.28,1.16
4.106658644426021,2.48,1.32
4.028946803365487,2.76,1.44
3.4,2.96,1.48
3.52,3.28,1.4
3.4,3.44,1.4
3.44,3.6,1.56
3.44,3.72,1.56
3.52,3.52,1.6
3.32,3.6,1.48
2.592900416258816,3.56,1.48
2.56872693460784,3.72,1.6
3.4,3.64,1.52
3.52,3.64,1.44
3.4,3.56,1.56
3.44,3.56,1.52
3.44,3.64,1.44
1.2047402576544233,3.68,1.36
3.4,3.6,1.4
3.4,3.64,1.36
3.36,3.64,1.32
3.36,3.64,1.24
3.36,3.64,1.28
3.36,3.64,1.2
3.52,3.56,1.16
3.36,3.72,1.08
3.4,3.64,0.96
3.52,3.64,0.92
-2.4298011671062465,3.68,0.88
-4.958836580549912,3.8,0.76
-3.711970640719569,3.68,0.72
-2.7017084631572867,3.56,0.64
-3.2474596544654855,3.56,0.56
-4.70044912923275,3.64,0.52
-4.057693046993661,3.56,0.44
-3.2474596544654855,3.56,0.56
-5.776339228232798,3.6,0.28
-4.324310310244909,3.56,0.4
-7.127125344509649,3.68,0.28
-6.449124101405728,3.64,0.28
-7.0042580808943296,3.64,0.2
-7.5417055336821885,3.64,0.12
-6.3083874122141435,3.52,-0.04
-6.823859947144895,3.56,0.0
-7.2745164419416835,3.56,-0.08
-8.794793221268248,3.64,-0.08
-10.819965781689701,3.72,-0.16
-7.492263117977229,3.56,-0.12
-9.689762879006691,3.64,-0.24
-9.802141381092282,3.68,-0.12
-8.112968680983625,3.56,-0.24
-8.899163685403648,3.6,-0.24
-8.691436271575425,3.6,-0.2
-10.483686044072,3.68,-0.24
-7.332253517478803,3.52,-0.24
-9.100606313719892,3.6,-0.28
-4.859171450476095,3.4,-0.2
3.4,2.96,-0.36
11.99927217266995,2.6,-0.28
9.829629321575952,2.16,-0.32
9.678221806905116,1.6,-0.32
3.36,1.2,-0.36
3.36,0.68,-0.24
3.36,0.2,-0.24
3.36,-0.2,-0.32
3.2,-0.68,-0.32
2.92,-1.08,-0.44
2.52,-1.52,-0.32
8.359434294614106,-1.92,-0.2
7.868403218745742,-2.36,-0.32
7.631985884578556,-2.92,-0.12
7.459086441783642,-2.96,-0.12
7.157025306243371,-2.92,-0.2
8.239272172669951,-3.08,-0.2
7.157025306243371,-2.92,-0.2
8.245432675141545,-2.76,-0.12
8.359459803238495,-2.64,-0.16
8.359459803238495,-2.64,-0.16
8.895228655562663,-2.52,-0.12
10.03121852144004,-2.48,0.04
5.159272172669951,-2.44,0.0
9.432759884399319,-2.28,-0.08
9.696239091635038,-2.28,-0.04
9.959191753349318,-2.2,0.0
9.809546885968574,-2.04,0.0
9.809546885968574,-2.04,0.0
9.848130798763167,-1.84,0.08
9.26373942418097,-1.68,0.08
4.719272172669951,-1.64,0.04
8.52494382051684,-1.48,0.12
8.109770007134715,-1.52,0.0
8.16523496771872,-1.32,0.24
6.719713703398996,-1.2,0.08
6.475267345223118,-1.16,0.08
6.265707251165894,-1.08,0.16
6.122963256424827,-1.08,0.12
5.23985578044419,-0.96,0.08
4.280378298371533,-0.8,0.08
4.133209682300661,-0.76,0.12
4.8392721726699515,-0.76,0.08
3.681824990237759,-0.72,0.0
3.6088152563553866,-0.68,0.08
4.799272172669951,-0.56,0.0
4.759272172669951,-0.56,0.0
4.799272172669951,-0.64,0.04
2.8500218118706915,-0.52,0.12
4.799272172669951,-0.48,0.0
2.610368559424659,-0.48,0.04
2.5608465282389705,-0.48,-0.04
4.759272172669951,-0.48,-0.04
2.6845548232665113,-0.52,-0.08
2.6840709905896336,-0.56,-0.28
3.031904410470746,-0.64,-0.2
2.739880888915353,-0.56,-0.2
4.719272172669951,-0.64,-0.16
3.239937743304653,-0.72,-0.28
3.1866961921378323,-0.72,-0.32
3.4596152844460892,-0.76,-0.24
4.719272172669951,-0.8,-0.28
3.6508172149111022,-0.84,-0.32
4.799272172669951,-0.92,-0.32
4.0978251243555395,-1.04,-0.48
3.9490142663122914,-1.0,-0.48
4.8392721726699515,-1.12,-0.44
5.00341039365985,-1.28,-0.48
4.799272172669951,-1.28,-0.52
4.799272172669951,-1.4,-0.6
4.744295438719904,-1.4,-0.68
5.122781474000066,-1.6,-0.72
4.759272172669951,-1.68,-0.68
5.289445962678586,-1.76,-0.76
5.1513185169935,-1.88,-0.84
4.799272172669951,-1.84,-0.88
4.719272172669951,-2.0,-0.88
5.149308493207217,-2.12,-0.88
4.799272172669951,-2.08,-0.96
4.469729279923557,-2.12,-1.08
4.719272172669951,-2.24,-1.04
4.77365481799295,-2.36,-0.96
4.055585627066693,-2.48,-1.16
4.391602325051894,-2.48,-1.04
4.055585627066693,-2.48,-1.16
3.8645313610473284,-2.56,-1.2
3.9043583138839484,-2.6,-1.16
3.40130308133614,-2.68,-1.36
3.2610360163494523,-2.84,-1.28
3.4045465277092024,-2.76,-1.28
3.2722812554494443,-2.8,-1.32
3.0754981889505633,-2.88,-1.36
2.8030529964050164,-3.0,-1.4
2.921612796218527,-2.96,-1.36
2.881909070493906,-2.96,-1.4
2.7213435237754755,-3.04,-1.4
2.8830393634033147,-3.0,-1.32
4.799272172669951,-3.08,-1.36
2.590815151070659,-3.08,-1.48
2.6368978166043338,-3.08,-1.4
2.590815151070659,-3.08,-1.48
2.957798329334638,-2.92,-1.4
2.7461968769559792,-3.0,-1.48
2.7259208612643295,-3.0,-1.52
4.759272172669951,-2.96,-1.44
2.921612796218527,-2.96,-1.36
2.957798329334638,-2.92,-1.4
4.799272172669951,-2.96,-1.4
3.0588873536200243,-2.84,-1.44
4.759272172669951,-2.76,-1.44
3.2949891919051186,-2.68,-1.44
4.799272172669951,-2.68,-1.32
3.3454445950674643,-2.64,-1.44
3.4910764882511547,-2.56,-1.4
3.3791997336031034,-2.52,-1.52
3.6688672812268113,-2.44,-1.36
3.8003746876888034,-2.36,-1.32
3.8237226836040907,-2.32,-1.32
5.559272172669951,-2.16,-1.28
3.8020195765556526,-2.12,-1.36
3.8779141905658197,-2.12,-1.32
3.8332693729685605,-1.92,-1.32
-1.68,-1.88,-1.36
-1.2,-1.76,-1.36
-0.8,-1.68,-1.4
-0.28,-1.64,-1.24
0.04,-1.4,-1.32
0.6,-1.4,-1.16
3.29461070017196,-1.32,-1.32
1.56,-1.28,-1.24
2.12,-1.16,-1.12
2.52,-1.12,-1.24
2.88,-1.12,-1.16
3.08,-0.92,-1.12
3.28,-0.88,-1.16
3.24,-0.84,-1.08
3.12,-0.72,-1.04
2.92,-0.8,-1.04
2.52,-0.72,-1.0
2.674911671552467,-0.56,-1.04
1.88,-0.6,-1.04
1.72,-0.52,-0.96
1.64,-0.44,-0.84
1.64,-0.36,-0.84
1.84,-0.36,-0.84
2.0,-0.28,-0.8
2.38121981017939,-0.28,-0.68
2.16,-0.12,-0.68
2.12,-0.08,-0.68
1.92,0.04,-0.68
1.72,-0.12,-0.56
2.4981553811011725,0.08,-0.48
1.52,0.16,-0.6
1.52,0.2,-0.4
1.48,0.28,-0.48
1.6,0.32,-0.36
3.785695383106189,0.52,-0.36
1.32,0.48,-0.28
9.99927217266995,0.68,-0.32
9.99927217266995,0.72,-0.2
1.32,0.88,-0.2
1.32,0.96,-0.2
1.28,1.16,0.0
9.91927217266995,1.2,-0.12
1.24,1.24,0.12
7.415072216613838,1.44,0.12
8.020679389457017,1.56,0.12
8.370676647260142,1.64,0.12
