1.533800000000000000e+04,3.401900000000000000e+04,3.156500000000000000e+04
1.533900000000000000e+04,3.401800000000000000e+04,3.156400000000000000e+04
1.533900000000000000e+04,3.401900000000000000e+04,3.156200000000000000e+04
1.534000000000000000e+04,3.402300000000000000e+04,3.155600000000000000e+04
1.533800000000000000e+04,3.403000000000000000e+04,3.154500000000000000e+04
1.533400000000000000e+04,3.404100000000000000e+04,3.153200000000000000e+04
1.533000000000000000e+04,3.405200000000000000e+04,3.151800000000000000e+04
1.532700000000000000e+04,3.406100000000000000e+04,3.150600000000000000e+04
1.532600000000000000e+04,3.406700000000000000e+04,3.149900000000000000e+04
1.532500000000000000e+04,3.407000000000000000e+04,3.149700000000000000e+04
1.532500000000000000e+04,3.406900000000000000e+04,3.149900000000000000e+04
1.532600000000000000e+04,3.406600000000000000e+04,3.150400000000000000e+04
1.532800000000000000e+04,3.406100000000000000e+04,3.151100000000000000e+04
1.533100000000000000e+04,3.405400000000000000e+04,3.151800000000000000e+04
1.533300000000000000e+04,3.404700000000000000e+04,3.152500000000000000e+04
1.533400000000000000e+04,3.404100000000000000e+04,3.153100000000000000e+04
1.533500000000000000e+04,3.403600000000000000e+04,3.153500000000000000e+04
1.533600000000000000e+04,3.403300000000000000e+04,3.153700000000000000e+04
1.533700000000000000e+04,3.403300000000000000e+04,3.153600000000000000e+04
1.533800000000000000e+04,3.403600000000000000e+04,3.153300000000000000e+04
1.533700000000000000e+04,3.404100000000000000e+04,3.152900000000000000e+04
1.533500000000000000e+04,3.404600000000000000e+04,3.152300000000000000e+04
1.533300000000000000e+04,3.405300000000000000e+04,3.151500000000000000e+04
1.533100000000000000e+04,3.406000000000000000e+04,3.150700000000000000e+04
1.533000000000000000e+04,3.406500000000000000e+04,3.150100000000000000e+04
1.532900000000000000e+04,3.407000000000000000e+04,3.149600000000000000e+04
1.532900000000000000e+04,3.407100000000000000e+04,3.149500000000000000e+04
1.533000000000000000e+04,3.406900000000000000e+04,3.149700000000000000e+04
1.533100000000000000e+04,3.406200000000000000e+04,3.150300000000000000e+04
1.533400000000000000e+04,3.405300000000000000e+04,3.151300000000000000e+04
1.533700000000000000e+04,3.404100000000000000e+04,3.152700000000000000e+04
1.534100000000000000e+04,3.402800000000000000e+04,3.154200000000000000e+04
1.534500000000000000e+04,3.401400000000000000e+04,3.155800000000000000e+04
1.535000000000000000e+04,3.400000000000000000e+04,3.157200000000000000e+04
1.535400000000000000e+04,3.398600000000000000e+04,3.158700000000000000e+04
1.535700000000000000e+04,3.397500000000000000e+04,3.160000000000000000e+04
1.535900000000000000e+04,3.396700000000000000e+04,3.161100000000000000e+04
1.536100000000000000e+04,3.396100000000000000e+04,3.161800000000000000e+04
1.536400000000000000e+04,3.395600000000000000e+04,3.162100000000000000e+04
1.536500000000000000e+04,3.395500000000000000e+04,3.162200000000000000e+04
1.536500000000000000e+04,3.395700000000000000e+04,3.161800000000000000e+04
1.536300000000000000e+04,3.396400000000000000e+04,3.161000000000000000e+04
1.536000000000000000e+04,3.397400000000000000e+04,3.159800000000000000e+04
1.535600000000000000e+04,3.398600000000000000e+04,3.158300000000000000e+04
1.535300000000000000e+04,3.399800000000000000e+04,3.156900000000000000e+04
1.534900000000000000e+04,3.400900000000000000e+04,3.155700000000000000e+04
1.534700000000000000e+04,3.401800000000000000e+04,3.154800000000000000e+04
1.534500000000000000e+04,3.402300000000000000e+04,3.154100000000000000e+04
1.534400000000000000e+04,3.402600000000000000e+04,3.153800000000000000e+04
1.534400000000000000e+04,3.402500000000000000e+04,3.154000000000000000e+04
1.534500000000000000e+04,3.402100000000000000e+04,3.154400000000000000e+04
1.534600000000000000e+04,3.401500000000000000e+04,3.155100000000000000e+04
1.534800000000000000e+04,3.400800000000000000e+04,3.156000000000000000e+04
1.534900000000000000e+04,3.399900000000000000e+04,3.157200000000000000e+04
1.535100000000000000e+04,3.399100000000000000e+04,3.158300000000000000e+04
1.535400000000000000e+04,3.398300000000000000e+04,3.159300000000000000e+04
1.535600000000000000e+04,3.397600000000000000e+04,3.160100000000000000e+04
1.535700000000000000e+04,3.397000000000000000e+04,3.160700000000000000e+04
1.535700000000000000e+04,3.396800000000000000e+04,3.161200000000000000e+04
1.535600000000000000e+04,3.396800000000000000e+04,3.161500000000000000e+04
1.535500000000000000e+04,3.396900000000000000e+04,3.161400000000000000e+04
1.535500000000000000e+04,3.397000000000000000e+04,3.161300000000000000e+04
1.535400000000000000e+04,3.397500000000000000e+04,3.160900000000000000e+04
1.535400000000000000e+04,3.398100000000000000e+04,3.160300000000000000e+04
1.535200000000000000e+04,3.398800000000000000e+04,3.159500000000000000e+04
1.535100000000000000e+04,3.399300000000000000e+04,3.158700000000000000e+04
1.534900000000000000e+04,3.399800000000000000e+04,3.158000000000000000e+04
1.534900000000000000e+04,3.400000000000000000e+04,3.157500000000000000e+04
1.534900000000000000e+04,3.400100000000000000e+04,3.157200000000000000e+04
1.535000000000000000e+04,3.399900000000000000e+04,3.157300000000000000e+04
1.535200000000000000e+04,3.399400000000000000e+04,3.157600000000000000e+04
